train_reg_loss_step,epoch,step,val_reg_loss,val_minADE,val_minFDE,val_minMR,train_reg_loss_epoch
2.639038324356079,0,49,,,,,
,0,93,2.3480546474456787,13.683420181274414,28.003278732299805,0.9983333349227905,
,0,93,,,,,2.759667158126831
2.1033694744110107,1,99,,,,,
1.6073989868164062,1,149,,,,,
,1,187,1.6634502410888672,12.428218841552734,26.4102725982666,0.9926666617393494,
,1,187,,,,,1.7419151067733765
1.1981450319290161,2,199,,,,,
1.263452172279358,2,249,,,,,
,2,281,1.3554579019546509,11.447754859924316,24.822246551513672,0.9826666712760925,
,2,281,,,,,1.2811845541000366
1.1652895212173462,3,299,,,,,
1.1631100177764893,3,349,,,,,
,3,375,1.1288012266159058,10.57618522644043,23.39687156677246,0.9743333458900452,
,3,375,,,,,1.0526195764541626
0.8455398082733154,4,399,,,,,
1.0362091064453125,4,449,,,,,
,4,469,0.9977132081985474,9.810831069946289,22.2061767578125,0.9673333168029785,
,4,469,,,,,0.9030636548995972
0.6322162747383118,5,499,,,,,
0.6505814790725708,5,549,,,,,
,5,563,0.8467761278152466,9.225255012512207,21.434337615966797,0.9670000076293945,
,5,563,,,,,0.7807669043540955
0.47819557785987854,6,599,,,,,
0.5980907678604126,6,649,,,,,
,6,657,0.7644264698028564,8.514639854431152,20.36488914489746,0.9586666822433472,
,6,657,,,,,0.6946263313293457
0.6147419214248657,7,699,,,,,
0.6990222334861755,7,749,,,,,
,7,751,0.6783642172813416,7.8005194664001465,19.268129348754883,0.9463333487510681,
,7,751,,,,,0.6086703538894653
0.68947833776474,8,799,,,,,
,8,845,0.6159037947654724,7.138356685638428,18.184589385986328,0.9409999847412109,
,8,845,,,,,0.5625190138816833
0.3030778467655182,9,849,,,,,
0.5704777836799622,9,899,,,,,
,9,939,0.5600845813751221,6.4197540283203125,16.803144454956055,0.9143333435058594,
,9,939,,,,,0.5073191523551941
0.4978454113006592,10,949,,,,,
0.5351065397262573,10,999,,,,,
,10,1033,0.49775058031082153,5.626787185668945,15.27199649810791,0.8976666927337646,
,10,1033,,,,,0.4511147439479828
0.35827362537384033,11,1049,,,,,
0.26354026794433594,11,1099,,,,,
,11,1127,0.4675290882587433,5.060489654541016,14.039870262145996,0.8846666812896729,
,11,1127,,,,,0.41465166211128235
0.3526585102081299,12,1149,,,,,
0.368075430393219,12,1199,,,,,
,12,1221,0.4105406403541565,4.500615119934082,12.571496963500977,0.8479999899864197,
,12,1221,,,,,0.36470144987106323
0.263315349817276,13,1249,,,,,
0.36114707589149475,13,1299,,,,,
,13,1315,0.37583351135253906,3.8506920337677,10.626779556274414,0.7793333530426025,
,13,1315,,,,,0.33046725392341614
0.35975900292396545,14,1349,,,,,
0.17417898774147034,14,1399,,,,,
,14,1409,0.35478493571281433,3.4265716075897217,9.16165542602539,0.7253333330154419,
,14,1409,,,,,0.30749309062957764
0.33288028836250305,15,1449,,,,,
0.41439297795295715,15,1499,,,,,
,15,1503,0.30303239822387695,3.0275075435638428,8.22126293182373,0.7073333263397217,
,15,1503,,,,,0.2682124674320221
0.18526223301887512,16,1549,,,,,
,16,1597,0.2768562436103821,2.679832935333252,7.093966007232666,0.6480000019073486,
,16,1597,,,,,0.2450568974018097
0.26525917649269104,17,1599,,,,,
0.38430118560791016,17,1649,,,,,
,17,1691,0.25408288836479187,2.520582437515259,6.410785675048828,0.6076666712760925,
,17,1691,,,,,0.21474918723106384
0.14925819635391235,18,1699,,,,,
0.0904710590839386,18,1749,,,,,
,18,1785,0.21692636609077454,2.230113983154297,5.279137134552002,0.5053333044052124,
,18,1785,,,,,0.2036345899105072
0.15926772356033325,19,1799,,,,,
0.30846643447875977,19,1849,,,,,
,19,1879,0.1867307871580124,2.0608134269714355,4.764310836791992,0.4713333249092102,
,19,1879,,,,,0.17525747418403625
0.19745732843875885,20,1899,,,,,
0.010341446846723557,20,1949,,,,,
,20,1973,0.1749991625547409,1.9716331958770752,4.505719184875488,0.46799999475479126,
,20,1973,,,,,0.16273623704910278
0.25379857420921326,21,1999,,,,,
0.008805186487734318,21,2049,,,,,
,21,2067,0.1535528600215912,1.8368525505065918,4.131191253662109,0.43666666746139526,
,21,2067,,,,,0.14501953125
0.11073238402605057,22,2099,,,,,
0.28609222173690796,22,2149,,,,,
,22,2161,0.17549748718738556,1.7936736345291138,3.9379303455352783,0.4259999990463257,
,22,2161,,,,,0.13815198838710785
0.02310764417052269,23,2199,,,,,
0.015290576033294201,23,2249,,,,,
,23,2255,0.14118953049182892,1.730782389640808,3.7969961166381836,0.4090000092983246,
,23,2255,,,,,0.12649142742156982
0.08261087536811829,24,2299,,,,,
0.14624609053134918,24,2349,,,,,
,24,2349,0.1428709626197815,1.6538670063018799,3.6153481006622314,0.40433332324028015,
,24,2349,,,,,0.11829507350921631
0.1844521015882492,25,2399,,,,,
,25,2443,0.14240330457687378,1.636094093322754,3.4359426498413086,0.38499999046325684,
,25,2443,,,,,0.11325535178184509
-0.11056802421808243,26,2449,,,,,
0.031102150678634644,26,2499,,,,,
,26,2537,0.11474611610174179,1.5596923828125,3.3311073780059814,0.37400001287460327,
,26,2537,,,,,0.09707660973072052
0.13609462976455688,27,2549,,,,,
-0.04656221345067024,27,2599,,,,,
,27,2631,0.11076924949884415,1.5367488861083984,3.278850793838501,0.3696666657924652,
,27,2631,,,,,0.09200061857700348
0.12344308197498322,28,2649,,,,,
0.1385537087917328,28,2699,,,,,
,28,2725,0.10232358425855637,1.4884581565856934,3.127887725830078,0.3556666672229767,
,28,2725,,,,,0.08665625751018524
0.09488548338413239,29,2749,,,,,
0.004847812931984663,29,2799,,,,,
,29,2819,0.09832710027694702,1.4554892778396606,3.0192084312438965,0.343666672706604,
,29,2819,,,,,0.07593943923711777
0.09708190709352493,30,2849,,,,,
0.041163429617881775,30,2899,,,,,
,30,2913,0.1008424460887909,1.4472229480743408,2.978036403656006,0.3346666693687439,
,30,2913,,,,,0.07230523973703384
0.14078015089035034,31,2949,,,,,
0.23760555684566498,31,2999,,,,,
,31,3007,0.09873981773853302,1.450501799583435,2.9145853519439697,0.33033332228660583,
,31,3007,,,,,0.0655478686094284
0.1035941019654274,32,3049,,,,,
0.10078304260969162,32,3099,,,,,
,32,3101,0.09481243044137955,1.3960487842559814,2.840590238571167,0.3186666667461395,
,32,3101,,,,,0.0601104311645031
-0.12623654305934906,33,3149,,,,,
,33,3195,0.075277179479599,1.381925344467163,2.782012939453125,0.3190000057220459,
,33,3195,,,,,0.05406251177191734
0.035250864923000336,34,3199,,,,,
-0.08026041835546494,34,3249,,,,,
,34,3289,0.0764661356806755,1.3672364950180054,2.7592828273773193,0.3149999976158142,
,34,3289,,,,,0.051229339092969894
-0.09196913242340088,35,3299,,,,,
-0.04535389691591263,35,3349,,,,,
,35,3383,0.0736846849322319,1.3550610542297363,2.738433599472046,0.3136666715145111,
,35,3383,,,,,0.04250115901231766
0.16199471056461334,36,3399,,,,,
-0.05964216589927673,36,3449,,,,,
,36,3477,0.06004416570067406,1.3386666774749756,2.6804935932159424,0.3086666762828827,
,36,3477,,,,,0.03477327898144722
-0.08449064940214157,37,3499,,,,,
-0.01113845780491829,37,3549,,,,,
,37,3571,0.06261150538921356,1.3235812187194824,2.6210834980010986,0.30033332109451294,
